BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPA;ETP;MOD;COMSMUR
URGENCES_P;2014;810000562;810000455;N2500;8;;7.57;;
URGENCES_P;2014;810000562;810000455;N3120;1;;0.05;;
URGENCES_P;2014;810000562;810000455;NINF;14;5;14.75;3;1
URGENCES_P;2014;810101444;810000992;M9999;5;35;12;;
URGENCES_P;2014;810101444;810000992;N1220;2;;2;;
URGENCES_P;2014;810101444;810000992;N2500;6;;6;;
URGENCES_P;2014;810101444;810000992;N2620;1;;1;;
URGENCES_P;2014;810101444;810000992;N9999;16;;16.79;;
URGENCES_P;2014;810101444;810000992;NINF;7;1;7.79;;
URGENCES_P;2014;820000032;820000016;M3020;3;;2.09;;
URGENCES_P;2014;820000032;820000016;M9999;24;4;10.46;3;1
URGENCES_P;2014;820000032;820000016;N1220;3;1;3.1;2;1
URGENCES_P;2014;820000032;820000016;N2120;3;;1.72;;0
URGENCES_P;2014;820000032;820000016;N2500;22;1;20.53;;
URGENCES_P;2014;820000032;820000016;N3120;2;;0.5;;
URGENCES_P;2014;820000032;820000016;N9999;66;4;59.81;;
URGENCES_P;2014;820000032;820000016;NINF;32;2;30.86;1;1
URGENCES_P;2014;820000057;820000131;M9999;3;5;3;;
URGENCES_P;2014;820000057;820000131;N1220;4;1;4.36;;
URGENCES_P;2014;820000057;820000131;N2500;4;1;4.46;;
URGENCES_P;2014;820000057;820000131;N2620;1;;1;;
URGENCES_P;2014;820000057;820000131;NINF;9;2;8.97;;
URGENCES_P;2014;820000883;820004950;M9999;6;1;5.7;3;1
URGENCES_P;2014;820000883;820004950;N1220;1;;1;;0
URGENCES_P;2014;820000883;820004950;N2500;3;6;5.97;;
URGENCES_P;2014;820000883;820004950;N9999;6;36;24.38;;
URGENCES_P;2014;820000883;820004950;NINF;2;26;15.77;1;1
URGENCES_P;2014;830000279;830100517;M9999;12;3;8.43;2;1
URGENCES_P;2014;830000279;830100517;N1220;2;;1.54;2;1
URGENCES_P;2014;830000279;830100517;N2120;1;;0.7;2;1
URGENCES_P;2014;830000279;830100517;N2500;15;;14.97;;
URGENCES_P;2014;830000279;830100517;N9999;40;;42.23;;
URGENCES_P;2014;830000279;830100517;NINF;22;;25.02;2;1
URGENCES_P;2014;830000287;830100525;M9999;15;1;9.4;2;1
URGENCES_P;2014;830000287;830100525;N1220;4;;4;;0
URGENCES_P;2014;830000287;830100525;N2120;1;1;1.32;2;1
URGENCES_P;2014;830000287;830100525;N2500;16;;16.89;;
URGENCES_P;2014;830000287;830100525;N3120;1;;0.5;;
URGENCES_P;2014;830000287;830100525;N9999;52;2;52.81;;
URGENCES_P;2014;830000287;830100525;NINF;26;1;25.84;;0
URGENCES_P;2014;830000295;830100533;M9999;12;8;10.03;1;1
URGENCES_P;2014;830000295;830100533;N1220;;2;1;;0
URGENCES_P;2014;830000295;830100533;N2120;;1;0.45;;0
URGENCES_P;2014;830000295;830100533;N2500;4;4;5.3;;
URGENCES_P;2014;830000295;830100533;N2620;2;2;2.17;;0
URGENCES_P;2014;830000295;830100533;N9999;29;22;41.66;;
URGENCES_P;2014;830000295;830100533;NINF;15;4;15.4;;1
URGENCES_P;2014;830000311;830100566;M1140;3;1;1.42;;0
URGENCES_P;2014;830000311;830100566;M9999;21;5;10.95;3;1
URGENCES_P;2014;830000311;830100566;N1220;4;;4.49;;0
URGENCES_P;2014;830000311;830100566;N2120;1;;2.09;2;1
URGENCES_P;2014;830000311;830100566;N2500;15;;13.88;;
URGENCES_P;2014;830000311;830100566;N2620;3;;1.5;;0
URGENCES_P;2014;830000311;830100566;NINF;28;2;29.06;1;1
URGENCES_P;2014;830000337;830100590;M9999;6;2;6.37;3;1
URGENCES_P;2014;830000337;830100590;N1220;3;0;2.9;2;1
URGENCES_P;2014;830000337;830100590;N2120;1;0;0.8;2;1
URGENCES_P;2014;830000337;830100590;N2500;7;3;9.4;;
URGENCES_P;2014;830000337;830100590;N2620;2;0;2;;0
URGENCES_P;2014;830000337;830100590;N9999;38;5;41.4;;
URGENCES_P;2014;830000337;830100590;NINF;25;2;26.3;;0
URGENCES_P;2014;830000345;830100616;M1140;7;;0.7;;
URGENCES_P;2014;830000345;830100616;M3020;3;;0.84;;
URGENCES_P;2014;830000345;830100616;M9999;29;2;16.35;;1
URGENCES_P;2014;830000345;830100616;N1220;0;2;1.81;;0
URGENCES_P;2014;830000345;830100616;N2120;1;0;2.46;;0
URGENCES_P;2014;830000345;830100616;N2500;17;4;20.17;;
URGENCES_P;2014;830000345;830100616;N9999;63;10;72.75;;
URGENCES_P;2014;830000345;830100616;NINF;45;6;48.31;;0
URGENCES_P;2014;830100574;750821092;M9999;7;3;5.36;;
URGENCES_P;2014;830100574;750821092;N1220;3;;3;;
URGENCES_P;2014;830100574;750821092;N2120;1;;1;;
URGENCES_P;2014;830100574;750821092;N2500;7;;6.6;;
URGENCES_P;2014;830100574;750821092;N9999;37;1;32;;
URGENCES_P;2014;830100574;750821092;NINF;29;;24.32;;
URGENCES_P;2014;830100608;830100616;M9999;3;2;3.4;;
URGENCES_P;2014;830100608;830100616;N1220;0;2;2.32;;0
URGENCES_P;2014;830100608;830100616;N2120;0;1;1.07;;0
URGENCES_P;2014;830100608;830100616;N2500;0;6;5.3;;
URGENCES_P;2014;830100608;830100616;N2620;0;2;2;;0
URGENCES_P;2014;830100608;830100616;N9999;11;24;29.43;;
URGENCES_P;2014;830100608;830100616;NINF;11;13;21.06;;0
URGENCES_P;2014;830200523;830210084;M9999;3;4;4.81;;
URGENCES_P;2014;830200523;830210084;N1220;3;;3;;
URGENCES_P;2014;830200523;830210084;N2120;;1;0.25;;
URGENCES_P;2014;830200523;830210084;NINF;5;2;6;;
URGENCES_P;2014;840000343;840000012;M1140;;;;3;
URGENCES_P;2014;840000343;840000012;M9999;5;1;5.65;3;1
URGENCES_P;2014;840000343;840000012;N1220;;1;0.8;3;1
URGENCES_P;2014;840000343;840000012;N2120;;1;0.5;3;1
URGENCES_P;2014;840000343;840000012;N2500;5;3;7.2;;
URGENCES_P;2014;840000343;840000012;N3120;;1;0.5;;
URGENCES_P;2014;840000343;840000012;N9999;12;10;18.6;;
URGENCES_P;2014;840000343;840000012;NINF;7;4;9.6;3;1
URGENCES_P;2014;840000392;840000046;M9999;;11;5.43;2;1
URGENCES_P;2014;840000392;840000046;N1220;2;4;3.55;2;1
URGENCES_P;2014;840000392;840000046;N2120;2;;1.75;2;1
URGENCES_P;2014;840000392;840000046;N2500;7;;9.54;;
URGENCES_P;2014;840000392;840000046;N2620;2;;1.87;2;1
URGENCES_P;2014;840000392;840000046;N9999;38;5;38.81;;
URGENCES_P;2014;840000392;840000046;NINF;15;;18.55;2;1
URGENCES_P;2014;840000418;840004659;M9999;6;10;10.17;;
URGENCES_P;2014;840000418;840004659;N1220;1;;1;;
URGENCES_P;2014;840000418;840004659;N2120;1;;1;;
URGENCES_P;2014;840000418;840004659;N2500;7;;7;;
URGENCES_P;2014;840000418;840004659;N2620;6;;6;;
URGENCES_P;2014;840000418;840004659;N9999;28;1;28.8;;
URGENCES_P;2014;840000418;840004659;NINF;13;1;13.8;;
URGENCES_P;2014;840000483;840000087;M9999;15;6;10.11;3;1
URGENCES_P;2014;840000483;840000087;N1220;2;1;2.4;;0
URGENCES_P;2014;840000483;840000087;N2120;1;1;1.12;3;1
URGENCES_P;2014;840000483;840000087;N2500;11;;11;;
URGENCES_P;2014;840000483;840000087;N9999;41;5;43.52;;
URGENCES_P;2014;840000483;840000087;NINF;22;2;23.6;1;1
URGENCES_P;2014;840000491;130041916;M9999;3;5;5.38;1;1
URGENCES_P;2014;840000491;130041916;N1220;2;1;2.1;;0
URGENCES_P;2014;840000491;130041916;N2120;;1;0.76;2;1
URGENCES_P;2014;840000491;130041916;N2500;6;8;7.53;;
URGENCES_P;2014;840000491;130041916;N9999;14;24;24.05;;
URGENCES_P;2014;840000491;130041916;NINF;2;13;8.68;2;1
URGENCES_P;2014;840000525;840000111;N1220;1;;1.07;;
URGENCES_P;2014;840000525;840000111;N2120;;1;0.25;;
URGENCES_P;2014;840000525;840000111;N2500;3;;3.08;;
URGENCES_P;2014;840000525;840000111;N9999;15;1;14.07;;
URGENCES_P;2014;840000525;840000111;NINF;11;;9.67;3;1
URGENCES_P;2014;840000533;840000129;M9999;5;1;5.37;;
URGENCES_P;2014;840000533;840000129;N2120;;1;0.49;;
URGENCES_P;2014;840000533;840000129;N2500;7;1;6.97;;
URGENCES_P;2014;840000533;840000129;N2620;1;;0.5;;
URGENCES_P;2014;840000533;840000129;N9999;20;5;21.13;;
URGENCES_P;2014;840000533;840000129;NINF;12;3;13.17;;
URGENCES_P;2014;840001861;840006597;M1140;4;3;4;;0
URGENCES_P;2014;840001861;840006597;M9999;28;8;20.2;;1
URGENCES_P;2014;840001861;840006597;N1220;2;3;4.2;;
URGENCES_P;2014;840001861;840006597;N2120;3;;2.95;;
URGENCES_P;2014;840001861;840006597;N2500;51;6;35.25;;
URGENCES_P;2014;840001861;840006597;N3120;2;;0.15;;
URGENCES_P;2014;840001861;840006597;N9999;166;54;130.64;;
URGENCES_P;2014;840001861;840006597;NINF;45;19;55.99;;
URGENCES_P;2014;850000118;850013244;M9999;4;1;4;;0
URGENCES_P;2014;850000118;850013244;N1220;2;;2;;0
URGENCES_P;2014;850000118;850013244;N2120;1;;0.5;;0
URGENCES_P;2014;850000118;850013244;N2500;2;3;4.86;;
URGENCES_P;2014;850000118;850013244;N3120;1;;0.35;;
URGENCES_P;2014;850000118;850013244;NINF;5;5;8.59;;0
URGENCES_P;2014;850000142;850000019;M1140;;10;1.63;;1
URGENCES_P;2014;850000142;850000019;M9999;1;39;16.43;;1
URGENCES_P;2014;850000142;850000019;N1220;1;4;4.96;;
URGENCES_P;2014;850000142;850000019;N2120;2;1;2.25;;0
URGENCES_P;2014;850000142;850000019;N2500;23;39;31.52;;
URGENCES_P;2014;850000142;850000019;N9999;50;114;82.78;;
URGENCES_P;2014;850000142;850000019;NINF;18;48;38.6;;
URGENCES_P;2014;850000175;850009010;M9999;1;10;6.59;3;1
URGENCES_P;2014;850000175;850009010;N1220;7;1;5.69;;0
URGENCES_P;2014;850000175;850009010;N2120;1;;0.93;3;1
URGENCES_P;2014;850000175;850009010;N2500;11;5;14.46;;
URGENCES_P;2014;850000175;850009010;N9999;38;14;44.19;;
URGENCES_P;2014;850000175;850009010;NINF;19;6;21.42;;0
URGENCES_P;2014;850000209;850000019;M9999;;20;4.5;;1
URGENCES_P;2014;850000209;850000019;N1220;;5;2.94;;1
URGENCES_P;2014;850000209;850000019;N2120;;1;0.7;;1
URGENCES_P;2014;850000209;850000019;N2500;4;5;7.13;;
URGENCES_P;2014;850000209;850000019;N9999;10;15;23.3;;
URGENCES_P;2014;850000209;850000019;NINF;6;7;11.58;;0
URGENCES_P;2014;850000225;850000019;M9999;;18;2.63;;1
URGENCES_P;2014;850000225;850000019;N1220;;6;2.76;;0
URGENCES_P;2014;850000225;850000019;N2120;;;0.13;;0
URGENCES_P;2014;850000225;850000019;N2500;3;6;6.51;;
URGENCES_P;2014;850000225;850000019;N9999;11;15;19.07;;
URGENCES_P;2014;850000225;850000019;NINF;7;3;9.46;;0
URGENCES_P;2014;850000241;850000084;M1140;1;0;0.5;2;1
URGENCES_P;2014;850000241;850000084;M9999;5;1;5.29;2;1
URGENCES_P;2014;850000241;850000084;N1220;3;0;3;2;1
URGENCES_P;2014;850000241;850000084;N2120;0;0;0.71;2;1
URGENCES_P;2014;850000241;850000084;N2500;7;4;11.22;;
URGENCES_P;2014;850000241;850000084;N2620;4;1;4.83;2;1
URGENCES_P;2014;850000241;850000084;N9999;41;13;52.24;;
URGENCES_P;2014;850000241;850000084;NINF;13;8;18.48;2;1
URGENCES_P;2014;850009630;850000035;M9999;10;2;5.02;1;1
URGENCES_P;2014;850009630;850000035;N1220;1;1;1.6;2;1
URGENCES_P;2014;850009630;850000035;N2120;1;;1;;0
URGENCES_P;2014;850009630;850000035;N2500;7;2;5.66;;
URGENCES_P;2014;850009630;850000035;N9999;12;12;13.08;;
URGENCES_P;2014;850009630;850000035;NINF;3;9;4.82;2;1
URGENCES_P;2014;860000025;860013382;M9999;13;1;4.42;3;1
URGENCES_P;2014;860000025;860013382;N1220;3;;1.4;3;1
URGENCES_P;2014;860000025;860013382;N2120;3;;1.4;3;1
URGENCES_P;2014;860000025;860013382;N2500;7;3;8.4;;
URGENCES_P;2014;860000025;860013382;N2620;16;1;8.76;3;1
URGENCES_P;2014;860000025;860013382;N9999;47;11;44.59;;
URGENCES_P;2014;860000025;860013382;NINF;18;7;24.63;3;1
URGENCES_P;2014;860000033;860013382;M9999;3;2;2.51;2;1
URGENCES_P;2014;860000033;860013382;N2500;6;;6;;
URGENCES_P;2014;860000033;860013382;N9999;14;2;6.15;;
URGENCES_P;2014;860000033;860013382;NINF;7;1;1.75;2;1
URGENCES_P;2014;860000058;860780097;M9999;5;;2.5;2;1
URGENCES_P;2014;860000058;860780097;N1220;;1;0.25;;
URGENCES_P;2014;860000058;860780097;N2120;1;;0.25;2;1
URGENCES_P;2014;860000058;860780097;N2500;3;;1.25;;
URGENCES_P;2014;860000058;860780097;N2620;1;;0.5;;
URGENCES_P;2014;860000058;860780097;NINF;6;2;4;2;1
URGENCES_P;2014;860000223;860013077;M1140;11;;5.7;1;1
URGENCES_P;2014;860000223;860013077;M9999;32;1;17.55;1;1
URGENCES_P;2014;860000223;860013077;N1220;10;3;12.11;;0
URGENCES_P;2014;860000223;860013077;N2120;3;;3.02;2;1
URGENCES_P;2014;860000223;860013077;N2500;30;12;36.4;;
URGENCES_P;2014;860000223;860013077;N3120;2;1;1;;
URGENCES_P;2014;860000223;860013077;N9999;101;29;114.66;;
URGENCES_P;2014;860000223;860013077;NINF;56;13;62.13;2;1
URGENCES_P;2014;860010321;860010313;M9999;3;;3;;
URGENCES_P;2014;860010321;860010313;N1220;1;;1;;
URGENCES_P;2014;860010321;860010313;N2120;;1;0.5;;
URGENCES_P;2014;860010321;860010313;N2500;2;1;2.91;;
URGENCES_P;2014;860010321;860010313;N2620;2;;2;;
URGENCES_P;2014;860010321;860010313;N9999;14;7;18.62;;
URGENCES_P;2014;860010321;860010313;NINF;9;5;12.21;;
URGENCES_P;2014;870000064;870000015;M9999;25;0;10.03;2;1
URGENCES_P;2014;870000064;870000015;N1220;4;;3.8;;0
URGENCES_P;2014;870000064;870000015;N2120;4;;3.03;1;0
URGENCES_P;2014;870000064;870000015;N2500;32;8;37.6;;
URGENCES_P;2014;870000064;870000015;N9999;113;14;98.26;;
URGENCES_P;2014;870000064;870000015;NINF;55;5;44.76;1;1
URGENCES_P;2014;870000098;870000023;M9999;4;0;4;;1
URGENCES_P;2014;870000098;870000023;N1220;;2;0.92;;
URGENCES_P;2014;870000098;870000023;N2120;1;;1;;
URGENCES_P;2014;870000098;870000023;N2500;9;1;10.33;;
URGENCES_P;2014;870000098;870000023;N2620;2;;2;;
URGENCES_P;2014;870000098;870000023;N9999;25;5;25.78;;
URGENCES_P;2014;870000098;870000023;NINF;13;2;11.53;;
URGENCES_P;2014;870000270;870000031;M9999;5;;5;3;1
URGENCES_P;2014;870000270;870000031;N2120;1;;0.25;;
URGENCES_P;2014;870000270;870000031;N2500;4;;4;;
URGENCES_P;2014;870000270;870000031;NINF;7;2;6.93;;
URGENCES_P;2014;870000288;870017415;M9999;6;;6;;0
URGENCES_P;2014;870000288;870017415;N1220;6;;6;;0
URGENCES_P;2014;870000288;870017415;N2120;1;;1;;0
URGENCES_P;2014;870000288;870017415;N2500;3;1;2.71;;
URGENCES_P;2014;870000288;870017415;N2620;1;;1;;0
URGENCES_P;2014;870000288;870017415;NINF;17;2;18.66;;0
URGENCES_P;2014;870014859;870000015;M1140;4;1;3.27;;0
URGENCES_P;2014;870014859;870000015;M9999;7;1;4.28;;0
URGENCES_P;2014;870014859;870000015;N1220;2;;1.4;;
URGENCES_P;2014;870014859;870000015;N2500;4;1;4.07;;
URGENCES_P;2014;870014859;870000015;N2620;4;;0.33;;
URGENCES_P;2014;870014859;870000015;N9999;33;9;35.65;;
URGENCES_P;2014;870014859;870000015;NINF;12;7;16.77;;
URGENCES_P;2014;880000021;880007059;M9999;12;7;15.95;3;1
URGENCES_P;2014;880000021;880007059;N1220;6;1;6.09;;0
URGENCES_P;2014;880000021;880007059;N2120;;1;0.84;2;1
URGENCES_P;2014;880000021;880007059;N2500;13;1;13.65;;
URGENCES_P;2014;880000021;880007059;N9999;46;9;55.56;;
URGENCES_P;2014;880000021;880007059;NINF;27;6;29.79;2;1
URGENCES_P;2014;880000047;880780077;M9999;5;4;5.2;3;1
URGENCES_P;2014;880000047;880780077;N1220;4;;3.25;3;1
URGENCES_P;2014;880000047;880780077;N2120;1;;0.8;3;1
URGENCES_P;2014;880000047;880780077;N2500;6;;6;;
URGENCES_P;2014;880000047;880780077;NINF;21;;21;3;1
URGENCES_P;2014;880000054;880007299;M9999;9;1;4.33;3;1
URGENCES_P;2014;880000054;880007299;N1220;;2;1.48;3;1
URGENCES_P;2014;880000054;880007299;N2120;;1;0.3;3;1
URGENCES_P;2014;880000054;880007299;N2500;;9;4.49;;
URGENCES_P;2014;880000054;880007299;N9999;;39;19.51;;
URGENCES_P;2014;880000054;880007299;NINF;;27;13.24;3;1
URGENCES_P;2014;880000062;880780093;M9999;9;9;11.53;2;1
URGENCES_P;2014;880000062;880780093;N1220;9;1;4.82;2;1
URGENCES_P;2014;880000062;880780093;N2120;0;1;0.13;3;1
URGENCES_P;2014;880000062;880780093;N2500;0;11;3.26;;
URGENCES_P;2014;880000062;880780093;N9999;9;45;31.75;;
URGENCES_P;2014;880000062;880780093;NINF;0;32;23.54;1;1
URGENCES_P;2014;880000070;880007299;M9999;2;2;1.4;3;1
URGENCES_P;2014;880000070;880007299;N2120;;1;0.4;3;1
URGENCES_P;2014;880000070;880007299;N2500;;4;1.4;;
URGENCES_P;2014;880000070;880007299;N2620;;2;0.7;3;1
URGENCES_P;2014;880000070;880007299;N9999;;17;11.43;;
URGENCES_P;2014;880000070;880007299;NINF;;10;7.53;3;1
URGENCES_P;2014;890002389;890000730;M9999;3;;3;;
URGENCES_P;2014;890002389;890000730;N1220;2;;2;;
URGENCES_P;2014;890002389;890000730;N2120;;1;0.5;;
URGENCES_P;2014;890002389;890000730;N9999;7;1;7.5;;
URGENCES_P;2014;890002389;890000730;NINF;5;;5;;
URGENCES_P;2014;890975527;890000037;M1140;1;;1;;0
URGENCES_P;2014;890975527;890000037;M3020;1;;0.1;;
URGENCES_P;2014;890975527;890000037;M9999;18;11;21.75;;1
URGENCES_P;2014;890975527;890000037;N1220;2;;2;;
URGENCES_P;2014;890975527;890000037;N2120;2;;2;;
URGENCES_P;2014;890975527;890000037;N2500;7;1;7.86;;
URGENCES_P;2014;890975527;890000037;N2620;8;;8;;
URGENCES_P;2014;890975527;890000037;NINF;37;12;47.12;;
URGENCES_P;2014;890975535;890000409;M9999;5;3;3.47;3;1
URGENCES_P;2014;890975535;890000409;N1220;4;1;1.91;;
URGENCES_P;2014;890975535;890000409;N2120;1;;0.7;;
URGENCES_P;2014;890975535;890000409;N2500;7;;4.59;;
URGENCES_P;2014;890975535;890000409;N2620;3;1;0.95;;
URGENCES_P;2014;890975535;890000409;N9999;29;4;17.44;;
URGENCES_P;2014;890975535;890000409;NINF;14;2;9.29;;
URGENCES_P;2014;890975543;890000417;M9999;11;3;5.38;3;1
URGENCES_P;2014;890975543;890000417;N1220;3;;3.14;3;1
URGENCES_P;2014;890975543;890000417;N2620;7;;4.58;3;1
URGENCES_P;2014;890975543;890000417;NINF;21;3;12.13;3;1
URGENCES_P;2014;890975550;890970569;M1140;5;;1.2;;0
URGENCES_P;2014;890975550;890970569;M9999;16;11;14.95;3;1
URGENCES_P;2014;890975550;890970569;N1220;5;0;5;2;1
URGENCES_P;2014;890975550;890970569;N2120;1;0;0.94;2;1
URGENCES_P;2014;890975550;890970569;N2500;7;0;7.82;;
URGENCES_P;2014;890975550;890970569;N2620;13;0;13.05;1;0
URGENCES_P;2014;890975550;890970569;N9999;131;6;65.78;;
URGENCES_P;2014;890975550;890970569;NINF;18;6;19.86;1;1
URGENCES_P;2014;890975568;890000433;M9999;3;3;3.74;;0
URGENCES_P;2014;890975568;890000433;N1220;;;0.1;;0
URGENCES_P;2014;890975568;890000433;N2120;;;0.5;;0
URGENCES_P;2014;890975568;890000433;N2500;3;;3.25;;
URGENCES_P;2014;890975568;890000433;N9999;12;4;15.45;;
URGENCES_P;2014;890975568;890000433;NINF;8;4;10.61;;0
URGENCES_P;2014;900000167;900000365;M9999;6;3;8.02;1;1
URGENCES_P;2014;900000167;900000365;N1220;8;5;11.21;;
URGENCES_P;2014;900000167;900000365;N2120;2;0;2;;
URGENCES_P;2014;900000167;900000365;N2500;3;4;5.43;;
URGENCES_P;2014;900000167;900000365;N9999;38;26;54.23;;
URGENCES_P;2014;900000167;900000365;NINF;18;18;29.28;;
URGENCES_P;2014;910000272;910110014;M1140;;6;2.19;;
URGENCES_P;2014;910000272;910110014;M9999;6;7;11.89;;0
URGENCES_P;2014;910000272;910110014;N1220;1;;0.92;;0
URGENCES_P;2014;910000272;910110014;N2120;1;;1;;0
URGENCES_P;2014;910000272;910110014;N2500;8;2;9.01;;
URGENCES_P;2014;910000272;910110014;N2620;3;;3.27;;0
URGENCES_P;2014;910000272;910110014;N9999;25;11;31.71;;
URGENCES_P;2014;910000272;910110014;NINF;12;9;17.51;3;1
URGENCES_P;2014;910000280;910019447;M1140;2;;0.6;;
URGENCES_P;2014;910000280;910019447;M9999;8;2;5.35;;
URGENCES_P;2014;910000280;910019447;N1220;1;1;1.3;;
URGENCES_P;2014;910000280;910019447;N2120;1;;1;;
URGENCES_P;2014;910000280;910019447;N2500;3;3;3.5;;
URGENCES_P;2014;910000280;910019447;N2620;;4;0.5;;
URGENCES_P;2014;910000280;910019447;N9999;21;18;22.12;;
URGENCES_P;2014;910000280;910019447;NINF;16;8;15.57;;
URGENCES_P;2014;910000298;910110055;M1140;3;1;3.73;;
URGENCES_P;2014;910000298;910110055;M9999;5;11;11.73;;
URGENCES_P;2014;910000298;910110055;N1220;2;;2;;
URGENCES_P;2014;910000298;910110055;N2120;1;;1;;
URGENCES_P;2014;910000298;910110055;N2500;14;;14.08;;
URGENCES_P;2014;910000298;910110055;N2620;8;;7.83;;
URGENCES_P;2014;910000298;910110055;NINF;37;7;41.88;;
URGENCES_P;2014;910000306;910110063;M1140;1;2;1.92;;
URGENCES_P;2014;910000306;910110063;M9999;5;9;10.14;;0
URGENCES_P;2014;910000306;910110063;N1220;2;1;3.36;;0
URGENCES_P;2014;910000306;910110063;N2120;;1;0.75;;0
URGENCES_P;2014;910000306;910110063;N2500;8;;8.84;;
URGENCES_P;2014;910000306;910110063;N3120;1;;1;;
URGENCES_P;2014;910000306;910110063;N9999;47;13;59.68;;
URGENCES_P;2014;910000306;910110063;NINF;34;10;37.42;;
URGENCES_P;2014;910001973;910019447;M9999;12;3;7.62;3;1
URGENCES_P;2014;910001973;910019447;N1220;2;1;2.5;;
URGENCES_P;2014;910001973;910019447;N2120;1;;1;;1
URGENCES_P;2014;910001973;910019447;N2500;13;2;8.72;;
URGENCES_P;2014;910001973;910019447;N3120;1;;0.5;;
URGENCES_P;2014;910001973;910019447;N9999;39;4;28.05;;
URGENCES_P;2014;910001973;910019447;NINF;23;1;15.43;;1
URGENCES_P;2014;910018423;910019454;M9999;2;11;7.1;;0
URGENCES_P;2014;910018423;910019454;N1220;1;;0.91;;1
URGENCES_P;2014;910018423;910019454;N2120;1;;1;;1
URGENCES_P;2014;910018423;910019454;N2500;7;;7.92;;
URGENCES_P;2014;910018423;910019454;N2620;2;;2;;
URGENCES_P;2014;910018423;910019454;NINF;13;6;16.13;;
URGENCES_P;2014;910020254;910002773;M1140;4;1;4.08;;
URGENCES_P;2014;910020254;910002773;M9999;4;1;4.08;;
URGENCES_P;2014;910020254;910002773;N1220;;1;0.9;;
URGENCES_P;2014;910020254;910002773;N2120;;2;0.3;;
URGENCES_P;2014;910020254;910002773;N2500;2;3;3.7;;
URGENCES_P;2014;910020254;910002773;N9999;21;25;34.3;;
URGENCES_P;2014;910020254;910002773;NINF;17;13;25.3;;
URGENCES_P;2014;910300144;910000447;M9999;2;2;3;;
URGENCES_P;2014;910300144;910000447;N2500;3;1;3.21;;
URGENCES_P;2014;910300144;910000447;N2620;1;;1;;
URGENCES_P;2014;910300144;910000447;NINF;6;;5.81;;
URGENCES_P;2014;910300219;910003888;M9999;7;;7;;
URGENCES_P;2014;910300219;910003888;N1220;10;1;10.16;;
URGENCES_P;2014;910300219;910003888;N2500;2;;2;;
URGENCES_P;2014;910300219;910003888;NINF;12;;12;;
URGENCES_P;2014;910300300;910000538;M9999;1;;1;;
URGENCES_P;2014;910300300;910000538;N2500;2;;2;;
URGENCES_P;2014;910300300;910000538;NINF;3;;3;;
URGENCES_P;2014;910803543;910017615;N1220;3;2;3.6;;
URGENCES_P;2014;910803543;910017615;N2120;1;0;1;;
URGENCES_P;2014;910803543;910017615;N2500;4;0;4;;
URGENCES_P;2014;910803543;910017615;N2620;2;0;2;;
URGENCES_P;2014;910803543;910017615;NINF;13;0;13;;
URGENCES_P;2014;920000577;920110020;M9999;19;;10.14;;
URGENCES_P;2014;920000577;920110020;N1220;2;;2;;
URGENCES_P;2014;920000577;920110020;N2120;1;;1;;
URGENCES_P;2014;920000577;920110020;N2500;20;;16.3;;
URGENCES_P;2014;920000577;920110020;N2620;3;;3;;
URGENCES_P;2014;920000577;920110020;N9999;49;;39.83;;
URGENCES_P;2014;920000577;920110020;NINF;19;;15.87;;
URGENCES_P;2014;920000585;920026374;M1140;1;1;0.45;;0
URGENCES_P;2014;920000585;920026374;M9999;7;7;8.93;;0
URGENCES_P;2014;920000585;920026374;N1220;;3;2;;0
URGENCES_P;2014;920000585;920026374;N2120;;1;0.4;;0
URGENCES_P;2014;920000585;920026374;N2500;14;1;14.4;;
URGENCES_P;2014;920000585;920026374;N2620;3;;3;;0
URGENCES_P;2014;920000585;920026374;N9999;47;6;45.8;;
URGENCES_P;2014;920000585;920026374;NINF;23;2;24.53;;0
URGENCES_P;2014;920000619;920009909;M9999;2;4;7.2;;
URGENCES_P;2014;920000619;920009909;N1220;3;;0.72;;
URGENCES_P;2014;920000619;920009909;N2120;1;;0.5;;
URGENCES_P;2014;920000619;920009909;N2500;9;1;8.84;;
URGENCES_P;2014;920000619;920009909;N2620;1;;1;;
URGENCES_P;2014;920000619;920009909;N3120;1;;0.1;;
URGENCES_P;2014;920000619;920009909;NINF;13;;11.82;;
URGENCES_P;2014;920000627;920009909;M9999;;6;4.37;;
URGENCES_P;2014;920000627;920009909;N2120;1;;0.5;;0
URGENCES_P;2014;920000627;920009909;N2500;6;;6.6;;
URGENCES_P;2014;920000627;920009909;N2620;4;;3.72;;0
URGENCES_P;2014;920000627;920009909;NINF;7;;6.83;;0
URGENCES_P;2014;920000643;920150034;M1140;2;2;2.2;;0
URGENCES_P;2014;920000643;920150034;M9999;7;8;8.34;;0
URGENCES_P;2014;920000643;920150034;N1220;1;;1.08;;0
URGENCES_P;2014;920000643;920150034;N2120;2;;2;;0
URGENCES_P;2014;920000643;920150034;N2500;8;1;8.33;;
URGENCES_P;2014;920000643;920150034;N2620;3;;4.22;;0
URGENCES_P;2014;920000643;920150034;NINF;22;1;15.82;;0
URGENCES_P;2014;920000650;920150059;M9999;11;12;15.87;;
URGENCES_P;2014;920000650;920150059;N1220;3;;3;;
URGENCES_P;2014;920000650;920150059;N2120;2;;2;;
